// reset, equal, funct7, funct3, opcode,

// check_imm_sel, check_datoA_sel, check_datoB_sel,
// check_ALU_control, check_dato_rd_sel, check_WE, 
// check_PC_sel, check_WE_banco_de_registros

// AND
0 0 0000_000 111 011_0011 00 0 0 0000 1 0 01 0
0 0 0000_000 111 011_0011 00 0 0 0000 1 0 01 0
0 0 0000_000 111 011_0011 00 0 0 0000 1 0 01 0
0 0 0000_000 111 011_0011 00 0 0 0000 1 0 01 0
0 0 0000_000 111 011_0011 00 0 0 0000 1 0 10 1

// OR
0 0 0000_000 111 011_0011 00 0 0 0001 1 0 01 0
0 0 0000_000 111 011_0011 00 0 0 0001 1 0 01 0
0 0 0000_000 111 011_0011 00 0 0 0001 1 0 01 0
0 0 0000_000 111 011_0011 00 0 0 0001 1 0 01 0
0 0 0000_000 111 011_0011 00 0 0 0001 1 0 10 1

// SUB
0 0 0100_000 000 011_0011 00 0 0 0110 1 0 01 0
0 0 0100_000 000 011_0011 00 0 0 0110 1 0 01 0
0 0 0100_000 000 011_0011 00 0 0 0110 1 0 01 0
0 0 0100_000 000 011_0011 00 0 0 0110 1 0 01 0
0 0 0100_000 000 011_0011 00 0 0 0110 1 0 10 1

// ANDI
0 0 0000_000 111 001_0011 00 0 1 0000 1 0 01 0
0 0 0000_000 111 001_0011 00 0 1 0000 1 0 01 0
0 0 0000_000 111 001_0011 00 0 1 0000 1 0 01 0
0 0 0000_000 111 001_0011 00 0 1 0000 1 0 01 0
0 0 0000_000 111 001_0011 00 0 1 0000 1 0 10 1

// LW
0 0 0000_000 010 000_0011 00 0 1 0010 0 0 01 0
0 0 0000_000 010 000_0011 00 0 1 0010 0 0 01 0
0 0 0000_000 010 000_0011 00 0 1 0010 0 0 01 0
0 0 0000_000 010 000_0011 00 0 1 0010 0 0 01 0
0 0 0000_000 010 000_0011 00 0 1 0010 0 0 10 1

// SW
0 0 0000_000 010 010_0011 11 0 1 0010 1 0 01 0
0 0 0000_000 010 010_0011 11 0 1 0010 1 0 01 0
0 0 0000_000 010 010_0011 11 0 1 0010 1 0 01 0
0 0 0000_000 010 010_0011 11 0 1 0010 1 1 01 0
0 0 0000_000 010 010_0011 11 0 1 0010 1 0 10 0

// JAL
0 0 0000_000 000 110_1111 01 1 1 0010 1 0 01 0
0 0 0000_000 000 110_1111 01 1 1 0010 1 0 01 0
0 0 0000_000 000 110_1111 01 1 1 0010 1 0 01 0
0 0 0000_000 000 110_1111 01 1 1 0010 1 0 01 0
0 0 0000_000 000 110_1111 01 1 1 0010 1 0 11 0

// BEQ
0 0 0000_000 000 110_0011 10 1 1 0010 1 0 01 0
0 0 0000_000 000 110_0011 10 1 1 0010 1 0 01 0
0 0 0000_000 000 110_0011 10 1 1 0010 1 0 01 0
0 0 0000_000 000 110_0011 10 1 1 0010 1 0 01 0
0 0 0000_000 000 110_0011 10 1 1 0010 1 0 10 0

// BEQ
0 1 0000_000 000 110_0011 10 1 1 0010 1 0 01 0
0 1 0000_000 000 110_0011 10 1 1 0010 1 0 01 0
0 1 0000_000 000 110_0011 10 1 1 0010 1 0 01 0
0 1 0000_000 000 110_0011 10 1 1 0010 1 0 01 0
0 1 0000_000 000 110_0011 10 1 1 0010 1 0 11 0
