//(addr_dat, send, comando, dato, datain, rst, ctr_out, data_out);

//reset
0 0 1111 00000001 0 000 00000001 
0 0 1111 00000001 0 000 00000001  // 0h
0 0 0111 00000001 0 000 00000000  
0 0 0111 00000001 0 000 00000000 
0 0 0111 00000001 0 000 00000000  
0 0 0111 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000
0 0 1111 00000001 0 000 00000000  
0 0 1111 00000001 0 000 00000000 
0 0 1111 00000001 0 000 00000000  
0 0 1111 00000001 0 000 00000000 
0 0 1111 00000001 0 000 00000000  
0 0 1111 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
